feature1-total words,feature2-first-person pronoun,feature3-negation word,feature4-positive word,feature5-negative word,feature8-tokens per sentence,feature10-dependency tree depth,feature15-attributives,feature16-adverbials,feature19-positive emotion,feature20-negative emotion,feature21-neutral emotionb,SE-self-esteem
72,0.097222222,0.013888889,0.125,0,14.4,5,3.6,3.2,0.6,0.4,0,28
88,0.056818182,0.011363636,0.022727273,0.011363636,15,5,2.5,5.833333333,0.5,0.5,0,28
63,0.079365079,0.031746032,0.031746032,0.047619048,15.75,5.25,2.75,6.25,1,0,0,27
58,0.120689655,0,0.086206897,0.034482759,11.6,4.6,2.4,3.4,0.6,0.2,0.2,26
76,0.092105263,0.013157895,0.078947368,0.039473684,10.85714286,5.285714286,2,2.857142857,0.428571429,0.428571429,0.142857143,28
75,0.133333333,0,0.133333333,0,11.14285714,5.285714286,1.571428571,2.571428571,0.714285714,0,0.285714286,32
74,0.054054054,0.027027027,0.027027027,0.081081081,9.375,4,1.25,3.625,0.25,0.625,0.125,32
75,0.04,0,0.173333333,0.053333333,13,5.5,1.666666667,3.333333333,0.666666667,0.333333333,0,40
63,0.111111111,0.047619048,0.063492063,0.031746032,10.5,4.666666667,1.666666667,3.666666667,0.666666667,0.333333333,0,32
109,0.155963303,0.018348624,0.100917431,0.04587156,10.9,4.6,1.6,3,0.4,0.5,0.1,36
108,0.12037037,0.018518519,0.092592593,0.027777778,13.5,4.375,1.375,5.5,0.5,0.5,0,28
69,0.043478261,0.028985507,0.130434783,0.101449275,6.9,3.1,0.6,2.6,0.4,0.6,0,24
116,0.146551724,0.060344828,0.120689655,0.00862069,10.54545455,4.363636364,1.363636364,3.363636364,0.545454545,0.272727273,0.181818182,23
104,0.057692308,0.009615385,0.173076923,0.038461538,14.85714286,4.857142857,1.714285714,4.285714286,0.428571429,0.571428571,0,28
57,0.070175439,0.01754386,0.105263158,0.035087719,11.4,4.2,0.6,4.8,0.2,0.8,0,31
68,0.044117647,0,0.058823529,0.029411765,13.6,5,3.8,3.6,0.2,0.6,0.2,31
71,0.084507042,0.014084507,0.154929577,0.042253521,10.14285714,3.714285714,1,3.285714286,0.714285714,0.285714286,0,30
96,0.052083333,0.052083333,0.104166667,0,11.875,4.5,1.75,4.125,0.25,0.5,0.25,28
69,0.086956522,0.014492754,0.101449275,0,14,4.8,4.2,2.8,0.6,0.2,0.2,30
80,0.125,0,0.15,0.0125,8.777777778,4.777777778,1.333333333,1.555555556,0.666666667,0.111111111,0.222222222,30
62,0.016129032,0.032258065,0.14516129,0.064516129,10.16666667,4.333333333,2,2,0.666666667,0.333333333,0,33
96,0.072916667,0.010416667,0.041666667,0.020833333,10.33333333,3.888888889,0.888888889,3.888888889,0.333333333,0.333333333,0.333333333,24
81,0.098765432,0.037037037,0.061728395,0.074074074,11.57142857,4.428571429,1.714285714,4,0.285714286,0.714285714,0,30
52,0.115384615,0.019230769,0.057692308,0.038461538,13,5.25,1.25,4,0.5,0.5,0,30
28,0.035714286,0,0.357142857,0,9.333333333,4.666666667,1.333333333,0.333333333,1,0,0,30
68,0.132352941,0.029411765,0.132352941,0.058823529,11.5,4.666666667,1.166666667,3.5,0.666666667,0.333333333,0,25
73,0.068493151,0.01369863,0.109589041,0.01369863,19,5,4.75,5.75,0.5,0.5,0,31
61,0.032786885,0.016393443,0.163934426,0.016393443,10.16666667,4.5,1,4.5,0.333333333,0.333333333,0.333333333,31
86,0.081395349,0.034883721,0.104651163,0,14.5,4.833333333,2.333333333,5.166666667,0.666666667,0.333333333,0,29
52,0.076923077,0.057692308,0.057692308,0.076923077,13,4,2.5,4.25,0,1,0,29
82,0.06097561,0.036585366,0.134146341,0.012195122,16.6,5.4,3.2,5,0,0.8,0.2,30
71,0.112676056,0.028169014,0.169014085,0.014084507,8.875,4.375,1,2.375,0.75,0.25,0,40
103,0.097087379,0.019417476,0.155339806,0.009708738,13,5.125,2,3.625,0.625,0.375,0,30
91,0.076923077,0.010989011,0.142857143,0.054945055,13,4.571428571,1.428571429,4.142857143,0.428571429,0.571428571,0,29
97,0.072164948,0.010309278,0.12371134,0.020618557,10.44444444,4.333333333,2.444444444,1.666666667,0.777777778,0.111111111,0.111111111,36
55,0.109090909,0,0.127272727,0,13.75,4.75,2.5,4,1,0,0,32
60,0.05,0,0.133333333,0.016666667,10.16666667,4,1.666666667,3.333333333,0.666666667,0.333333333,0,34
71,0.084507042,0.014084507,0.126760563,0.056338028,10.28571429,4.571428571,2.428571429,2,0.571428571,0.285714286,0.142857143,30
92,0.076086957,0.010869565,0.097826087,0.032608696,18.4,5.6,3.2,5.8,0.4,0.6,0,31
64,0.0625,0,0.078125,0.078125,15.75,5.25,3,5.25,0.75,0.25,0,33
50,0.14,0,0.24,0.02,8.166666667,3.833333333,0.666666667,1.666666667,0.833333333,0.166666667,0,35
69,0.086956522,0.028985507,0.101449275,0.014492754,11.66666667,4.5,1.166666667,4.666666667,0.666666667,0.333333333,0,34
61,0.098360656,0.016393443,0.081967213,0.016393443,10.16666667,3.833333333,1.333333333,3.833333333,0.833333333,0,0.166666667,33
80,0.1375,0.0125,0.125,0.0125,13.33333333,5,2.666666667,3.333333333,0.833333333,0.166666667,0,30
73,0.068493151,0.01369863,0.109589041,0.054794521,14.4,6,3.4,4,0.4,0.6,0,31
76,0.118421053,0.026315789,0.118421053,0.052631579,10.85714286,4.571428571,1.285714286,3,0.428571429,0.571428571,0,33
57,0.035087719,0.01754386,0.035087719,0.052631579,7.857142857,3.285714286,1.714285714,2,0,0.714285714,0.285714286,28
76,0.078947368,0.026315789,0.065789474,0.078947368,14.8,5.2,2.2,5.8,0.2,0.6,0.2,22
83,0.120481928,0.012048193,0.192771084,0.048192771,11.85714286,5.428571429,2.285714286,3.142857143,0.714285714,0.285714286,0,31
76,0.092105263,0.013157895,0.078947368,0.026315789,13,4.666666667,2.666666667,4.166666667,0.833333333,0.166666667,0,29
94,0.074468085,0,0.117021277,0.063829787,10.44444444,4.555555556,2.333333333,2.333333333,0.333333333,0.555555556,0.111111111,31
59,0.084745763,0.016949153,0.13559322,0.101694915,11.6,5.4,2.4,3.4,0.2,0.6,0.2,37
77,0.103896104,0,0.090909091,0.025974026,12.83333333,4.5,2.166666667,4.333333333,1,0,0,26
70,0.057142857,0.014285714,0.1,0.028571429,11.66666667,5,2.333333333,3.5,0.5,0.5,0,32
59,0.06779661,0,0.152542373,0.016949153,11.6,5,3.4,2.2,0.4,0.4,0.2,31
58,0.103448276,0,0.275862069,0,11.4,5,1.2,3.4,0.8,0.2,0,24
70,0.057142857,0.028571429,0.157142857,0.057142857,11.66666667,4.5,1.833333333,3.5,0.5,0.5,0,31
88,0.125,0.011363636,0.181818182,0.079545455,14.66666667,5.166666667,2.5,3.833333333,0.5,0.5,0,29
77,0.077922078,0,0.116883117,0.012987013,12.83333333,5,2.666666667,2.666666667,0.666666667,0.166666667,0.166666667,38
80,0.075,0.0125,0.1,0.025,13.33333333,5.333333333,2,3.166666667,0.666666667,0.333333333,0,27
79,0.151898734,0.025316456,0.17721519,0.025316456,15.8,5.2,1.4,4.2,0.6,0.4,0,35
65,0.107692308,0.015384615,0.138461538,0.015384615,13.2,5.6,3,3.4,0.6,0.2,0.2,31
79,0.075949367,0,0.151898734,0,15.8,5.2,3.2,4.2,0.8,0.2,0,32
63,0.047619048,0,0.222222222,0.031746032,15.75,5.5,3,4,1,0,0,31
89,0.056179775,0.011235955,0.08988764,0.04494382,11,4.5,1.5,3,0.375,0.5,0.125,32
89,0.078651685,0,0.08988764,0.011235955,14.66666667,5.166666667,3.5,2.833333333,0.666666667,0.166666667,0.166666667,33
76,0.105263158,0.026315789,0.105263158,0.013157895,9.875,4.5,1.375,3.375,0.625,0.25,0.125,33
96,0.104166667,0.010416667,0.15625,0.03125,13.71428571,4.714285714,2.714285714,3.285714286,0.571428571,0.428571429,0,21
75,0.04,0.04,0.053333333,0.04,10.71428571,4,1,4.714285714,0.142857143,0.857142857,0,26
86,0.11627907,0.023255814,0.058139535,0.023255814,11,4.5,3,2,0.5,0.5,0,28
104,0.076923077,0.009615385,0.134615385,0.028846154,13.25,4.5,3.125,2.625,0.875,0.125,0,39
71,0.014084507,0.014084507,0.183098592,0.028169014,12,5,2.333333333,3.166666667,0.666666667,0.333333333,0,28
51,0.058823529,0,0.176470588,0,12.75,5.25,2,3,1,0,0,29
67,0.119402985,0.029850746,0.164179104,0.014925373,8.375,3.75,1.375,3,0.5,0.375,0.125,29
60,0.05,0,0.133333333,0.016666667,12,4.6,2.2,3.2,0.8,0.2,0,24
89,0.101123596,0.02247191,0.146067416,0.011235955,17.4,5.8,4.4,3.4,0.8,0.2,0,33
76,0.078947368,0,0.118421053,0.105263158,10.71428571,4.857142857,2,2.714285714,0.285714286,0.428571429,0.285714286,32
63,0.031746032,0.047619048,0.111111111,0.142857143,16,5.25,2.25,5.25,0,1,0,26
94,0.021276596,0.010638298,0.159574468,0.010638298,15.16666667,4.833333333,2.833333333,4.333333333,0.5,0.5,0,30
82,0.158536585,0,0.146341463,0.048780488,16.6,5,2,5.2,1,0,0,32
84,0.107142857,0.011904762,0.166666667,0.023809524,12,4.285714286,1.428571429,3,0.428571429,0.428571429,0.142857143,32
75,0.053333333,0.026666667,0.04,0.026666667,15.2,4.4,1.4,6.6,0.2,0.8,0,28
56,0.071428571,0.017857143,0.160714286,0.071428571,14.25,6.25,3,4.25,0.5,0.5,0,27
86,0.139534884,0.011627907,0.104651163,0.011627907,12.28571429,4.428571429,1.714285714,4,0.857142857,0.142857143,0,30
75,0.106666667,0.013333333,0.133333333,0.04,12.5,4.833333333,1.666666667,4.333333333,0.333333333,0.666666667,0,33
69,0.130434783,0,0.144927536,0.014492754,9.857142857,4,1.571428571,3,0.857142857,0.142857143,0,33
65,0.123076923,0,0.123076923,0.030769231,10.66666667,5.166666667,1.5,2.333333333,0.5,0.333333333,0.166666667,34
94,0.127659574,0.010638298,0.159574468,0,15.66666667,4.5,3.166666667,4.5,0.833333333,0.166666667,0,33
63,0.126984127,0,0.158730159,0.031746032,10.5,4.5,1.333333333,2.666666667,0.833333333,0.166666667,0,28
83,0.096385542,0.012048193,0.156626506,0.036144578,16.4,5.2,2.4,4,0.4,0.6,0,32
72,0.069444444,0,0.083333333,0.027777778,12,4.5,3.666666667,2.833333333,0.333333333,0.5,0.166666667,29
78,0.102564103,0.012820513,0.102564103,0.038461538,9.625,4,1.75,1.75,0.625,0.25,0.125,30
91,0.054945055,0.010989011,0.142857143,0,9.1,4.9,1.8,3.1,0.6,0.3,0.1,32
83,0.096385542,0,0.096385542,0.060240964,8.2,4.4,1.9,1.9,0.5,0.5,0,30
68,0.088235294,0,0.161764706,0.014705882,13.8,5.4,3.8,2.4,0.6,0.2,0.2,27
56,0.035714286,0.017857143,0.178571429,0.017857143,7.857142857,4.285714286,1.714285714,2.571428571,0.857142857,0.142857143,0,22
110,0.127272727,0.018181818,0.1,0.018181818,12.22222222,5.222222222,2.333333333,3,0.666666667,0.222222222,0.111111111,30
80,0.1375,0.025,0.15,0.0125,11.42857143,4.571428571,2.142857143,2.571428571,0.428571429,0.428571429,0.142857143,30
55,0.036363636,0,0.054545455,0.054545455,11,4,1.2,3.4,0.4,0.6,0,31
83,0.084337349,0.024096386,0.120481928,0.012048193,12,4.857142857,1,3.857142857,0.714285714,0.285714286,0,36
71,0.014084507,0.028169014,0.084507042,0.070422535,7.888888889,3.666666667,1,3,0.222222222,0.777777778,0,31
59,0.13559322,0,0.13559322,0,8.428571429,4.285714286,1.571428571,1.714285714,0.571428571,0,0.428571429,22
62,0.016129032,0,0.209677419,0.016129032,9.142857143,4.571428571,2.142857143,2.571428571,0.571428571,0.428571429,0,40
78,0.025641026,0.012820513,0.025641026,0.038461538,11.28571429,5.142857143,2.142857143,4,0.285714286,0.714285714,0,27
68,0.102941176,0.014705882,0.102941176,0.029411765,11.33333333,5.166666667,2,3.666666667,0.166666667,0.666666667,0.166666667,16
85,0.129411765,0,0.188235294,0.011764706,9.555555556,4.333333333,2.111111111,1.777777778,0.666666667,0,0.333333333,34
61,0.049180328,0.032786885,0.180327869,0.032786885,7.75,3.375,0.75,2,0.375,0.5,0.125,37
57,0.122807018,0.01754386,0.087719298,0.035087719,9,4.333333333,0.666666667,2.666666667,0.333333333,0.5,0.166666667,22
54,0.055555556,0.018518519,0.092592593,0.055555556,6.75,3.5,0.375,2.375,0.125,0.625,0.25,23
75,0.106666667,0.026666667,0.186666667,0.013333333,9.375,4,1,2.875,0.375,0.5,0.125,35
75,0.093333333,0,0.12,0,12.5,5.333333333,3,3,0.5,0.166666667,0.333333333,34
45,0.022222222,0,0.177777778,0.022222222,7.5,4,0.5,2.333333333,1,0,0,32
75,0.04,0.013333333,0.146666667,0.013333333,9.25,3.75,0.625,2.625,0.625,0.375,0,33
61,0.049180328,0.016393443,0.114754098,0.049180328,8.571428571,3.571428571,0.857142857,3.428571429,0.285714286,0.571428571,0.142857143,29
57,0.052631579,0.070175439,0.087719298,0.052631579,6.333333333,3.111111111,0.333333333,2.555555556,0.333333333,0.666666667,0,30
74,0.108108108,0.013513514,0.094594595,0.013513514,8.333333333,4.222222222,0.888888889,2.333333333,0.666666667,0.222222222,0.111111111,29
66,0.045454545,0.075757576,0.060606061,0.03030303,11,4.5,1.166666667,4.5,0.166666667,0.833333333,0,23
104,0.096153846,0.009615385,0.125,0.009615385,11.44444444,4.333333333,2,3.111111111,0.777777778,0.111111111,0.111111111,30
69,0.072463768,0.014492754,0.115942029,0.072463768,8.5,3.625,1,2.875,0.125,0.625,0.25,33
66,0.045454545,0.03030303,0.136363636,0.015151515,11,4.5,2.5,3.333333333,0.5,0.333333333,0.166666667,29
61,0.081967213,0,0.098360656,0.06557377,9,4.142857143,1.428571429,2.428571429,0.428571429,0.428571429,0.142857143,31
45,0.088888889,0.022222222,0.111111111,0.022222222,7.5,3.666666667,0.5,2.333333333,0.666666667,0.166666667,0.166666667,20
74,0.162162162,0.013513514,0.135135135,0.040540541,9.25,4.625,1.625,2.125,0.625,0.375,0,36
70,0.071428571,0.014285714,0.142857143,0.042857143,11.66666667,5,2.166666667,2.833333333,0.333333333,0.5,0.166666667,34
84,0.095238095,0.011904762,0.095238095,0,9.444444444,4.444444444,2.111111111,2.444444444,0.777777778,0.111111111,0.111111111,30
59,0.06779661,0.050847458,0.101694915,0.050847458,9.833333333,4.166666667,1,2.833333333,0.166666667,0.833333333,0,24
100,0.09,0.03,0.13,0.03,10.2,3.9,1,3.5,0.3,0.7,0,28
46,0.108695652,0.02173913,0.065217391,0.02173913,7.666666667,3.833333333,0.666666667,2.166666667,0.666666667,0.166666667,0.166666667,34
73,0.109589041,0.01369863,0.123287671,0.054794521,12,4.666666667,1.666666667,3.5,0.666666667,0.333333333,0,37
110,0.054545455,0.009090909,0.136363636,0.036363636,12.22222222,5,2.111111111,3.666666667,0.444444444,0.555555556,0,37
50,0.06,0,0.1,0.02,10,4.8,1.6,3.6,0.2,0.8,0,22
56,0.035714286,0,0.142857143,0.035714286,9.333333333,4.5,2,2.5,0.666666667,0.333333333,0,32
90,0.111111111,0.022222222,0.066666667,0.011111111,11.375,4.25,1.625,4.125,0.25,0.625,0.125,28
86,0.046511628,0.023255814,0.081395349,0.046511628,12.57142857,5.285714286,1.857142857,4.285714286,0.285714286,0.571428571,0.142857143,29
94,0.021276596,0.021276596,0.095744681,0.053191489,9.4,4.2,1.9,3.6,0.2,0.8,0,32
47,0.127659574,0.042553191,0.255319149,0.021276596,6.714285714,3.571428571,0.857142857,1.428571429,0.714285714,0,0.285714286,23
62,0.080645161,0.016129032,0.048387097,0.080645161,7,3,0.777777778,2.222222222,0.111111111,0.555555556,0.333333333,24
91,0.120879121,0,0.120879121,0.032967033,10.22222222,4.222222222,2,2.333333333,0.888888889,0,0.111111111,31
105,0.076190476,0.019047619,0.123809524,0.019047619,13.125,4.75,1.5,5.375,0.75,0.25,0,32
55,0.181818182,0.018181818,0.090909091,0.018181818,9.166666667,3.833333333,1,2.833333333,0.666666667,0.166666667,0.166666667,37
77,0.064935065,0.012987013,0.142857143,0.012987013,8.666666667,4.111111111,1.333333333,2.555555556,0.777777778,0.222222222,0,22
70,0.1,0,0.114285714,0.014285714,9.714285714,4.285714286,1.714285714,2.857142857,0.428571429,0.285714286,0.285714286,30
79,0.075949367,0.012658228,0.037974684,0.012658228,10,4.375,1.375,2.75,0.75,0.25,0,32
71,0.098591549,0,0.098591549,0.042253521,10.14285714,3.857142857,1.285714286,3.857142857,0.428571429,0.571428571,0,33
65,0.076923077,0,0.138461538,0.015384615,10.83333333,4.833333333,1.833333333,2.166666667,0.666666667,0.166666667,0.166666667,34
115,0.104347826,0.026086957,0.12173913,0.008695652,11.4,4.2,2,3.3,0.3,0.5,0.2,29
58,0.086206897,0,0.086206897,0.051724138,11.8,5.4,2.2,3.2,0.2,0.6,0.2,37
85,0.094117647,0.011764706,0.152941176,0.035294118,10.5,4.125,1.375,3.5,0.75,0.25,0,30
79,0.139240506,0.025316456,0.17721519,0.012658228,11.14285714,4.285714286,1.428571429,3,0.428571429,0.571428571,0,36
78,0.102564103,0,0.076923077,0.051282051,11.28571429,4.428571429,1.714285714,3.428571429,0.428571429,0.285714286,0.285714286,29
80,0.1375,0,0.1,0.025,8.888888889,3.777777778,0.888888889,2.555555556,0.444444444,0.444444444,0.111111111,29
91,0.087912088,0.010989011,0.065934066,0.043956044,10,3.777777778,1.222222222,2.888888889,0.333333333,0.444444444,0.222222222,31
75,0.146666667,0.013333333,0.16,0.04,10.71428571,5,1.428571429,2.714285714,0.714285714,0.285714286,0,32
87,0.103448276,0.045977011,0.16091954,0.045977011,10.75,4.375,1.625,3.125,0,1,0,21
58,0.103448276,0,0.155172414,0.017241379,11.8,4.6,3,2.2,0.6,0.2,0.2,30
87,0.114942529,0.022988506,0.126436782,0.103448276,8.7,4,1.4,2.3,0.5,0.3,0.2,34
68,0.102941176,0,0.132352941,0,11.33333333,5,2.333333333,3.5,0.666666667,0.333333333,0,34
59,0.084745763,0.033898305,0.033898305,0.033898305,12,4.6,2,3.6,0.2,0.6,0.2,23
83,0.108433735,0,0.156626506,0,10.25,4.5,1.875,2.75,0.875,0.125,0,30
55,0.090909091,0.018181818,0.109090909,0.054545455,11,4.8,1.2,3,0.4,0.6,0,29
88,0.022727273,0.034090909,0.079545455,0.011363636,8.8,3.8,1.3,3.5,0.3,0.6,0.1,33
78,0.128205128,0,0.153846154,0.025641026,13,5.333333333,2.166666667,2.666666667,0.5,0.5,0,36
92,0.108695652,0,0.152173913,0.010869565,11.375,5.25,2.375,2.625,1,0,0,35
102,0.058823529,0.019607843,0.098039216,0.009803922,10.3,4.3,1.6,3.3,0.4,0.4,0.2,28
91,0.087912088,0,0.131868132,0.021978022,8,3.909090909,1.363636364,2.454545455,0.272727273,0.545454545,0.181818182,29
79,0.113924051,0.037974684,0.139240506,0.012658228,11.28571429,4.714285714,1.714285714,2.142857143,0.714285714,0.285714286,0,34
53,0.037735849,0,0.113207547,0.018867925,10.4,4.6,1.6,3.2,1,0,0,34
78,0.076923077,0.025641026,0.102564103,0.064102564,19.5,6.25,3.75,5.75,0.25,0.5,0.25,31
64,0.0625,0,0.1875,0.046875,12.8,4.6,2.8,4.4,0.6,0.4,0,30
83,0.120481928,0.012048193,0.108433735,0.084337349,10.375,4.375,1.25,2.75,0.375,0.5,0.125,24
66,0.106060606,0.045454545,0.106060606,0.03030303,8.375,3.75,1.125,2.25,0.375,0.625,0,36
49,0.06122449,0.06122449,0.142857143,0.020408163,8.333333333,4.166666667,0.833333333,3,0.333333333,0.666666667,0,30
80,0.1125,0.0125,0.05,0.0625,11.42857143,4.428571429,1.857142857,3.428571429,0.142857143,0.714285714,0.142857143,29
44,0.090909091,0,0.045454545,0,7.333333333,4.166666667,1.833333333,1.166666667,0.5,0.166666667,0.333333333,31
51,0.078431373,0,0.274509804,0,10,4,1,3.4,1,0,0,21
58,0.086206897,0.034482759,0.120689655,0,11.6,5,2.8,3,1,0,0,38
72,0.041666667,0.027777778,0.111111111,0.069444444,10.28571429,4.428571429,1.142857143,3.142857143,0.285714286,0.571428571,0.142857143,33
78,0.128205128,0.012820513,0.128205128,0.08974359,7.9,4,1.1,1.7,0.3,0.7,0,29
86,0.127906977,0.011627907,0.081395349,0.034883721,9.888888889,4.222222222,1.222222222,3,0.555555556,0.444444444,0,33
78,0.08974359,0.025641026,0.051282051,0.025641026,15.6,5.4,2.4,4.6,0.6,0.4,0,31
88,0.113636364,0.011363636,0.113636364,0.022727273,14.66666667,5.833333333,3,3,0.333333333,0.333333333,0.333333333,28
72,0.027777778,0,0.138888889,0,12,4.833333333,2,4.333333333,1,0,0,30
74,0.067567568,0.013513514,0.081081081,0.067567568,14.8,4.8,2.2,3.8,0.2,0.6,0.2,29
78,0.102564103,0.038461538,0.115384615,0.025641026,11.28571429,4.285714286,1.857142857,4.428571429,0.571428571,0.428571429,0,30
58,0.086206897,0,0.189655172,0.051724138,7.375,3.75,1.125,2.25,0.5,0.375,0.125,28
61,0.098360656,0.032786885,0.147540984,0.032786885,8.714285714,3.714285714,1.857142857,2.571428571,0.714285714,0.285714286,0,30
82,0.085365854,0,0.073170732,0.012195122,13.5,4.5,2.166666667,4,0.5,0.5,0,28
95,0.073684211,0.063157895,0.084210526,0.031578947,8.727272727,4.090909091,1.272727273,3.090909091,0.181818182,0.727272727,0.090909091,25
91,0.065934066,0.010989011,0.098901099,0.021978022,11.625,4.375,1.25,4.5,0.25,0.5,0.25,24
73,0.02739726,0.01369863,0.082191781,0.02739726,10.57142857,4.428571429,2.428571429,3.142857143,0.285714286,0.428571429,0.285714286,31
84,0.071428571,0.023809524,0.178571429,0.011904762,7.454545455,4.090909091,1.272727273,2.363636364,0.545454545,0.454545455,0,33
88,0.079545455,0.011363636,0.113636364,0.011363636,14.5,5.333333333,2.5,3.666666667,0.666666667,0.166666667,0.166666667,29
84,0.083333333,0,0.142857143,0,12,4.714285714,3.142857143,3.285714286,0.857142857,0,0.142857143,35
79,0.101265823,0.012658228,0.126582278,0.037974684,9.75,4.125,1.125,3.5,0.875,0.125,0,36
68,0.132352941,0.029411765,0.102941176,0,8.375,3.75,1.625,1.5,0.625,0.25,0.125,26
86,0.093023256,0.023255814,0.127906977,0,12.42857143,5.285714286,3.285714286,3,0.571428571,0.285714286,0.142857143,40
55,0.036363636,0.072727273,0.109090909,0.072727273,7.857142857,4.142857143,0.428571429,3,0,1,0,26
50,0.06,0.02,0.06,0.04,7.285714286,3.285714286,1,2.571428571,0.428571429,0.571428571,0,30
71,0.098591549,0.056338028,0.112676056,0.028169014,10.14285714,4.571428571,1.714285714,2.857142857,0,0.857142857,0.142857143,23
81,0.086419753,0.024691358,0.111111111,0.012345679,8.1,3.7,1.1,3,0.3,0.5,0.2,32
50,0.04,0,0.1,0.1,9.8,4.2,2.4,2.6,0.6,0.4,0,32
59,0.152542373,0.033898305,0.118644068,0.06779661,7.5,3.875,1,2.125,0.875,0.125,0,28
71,0.056338028,0.014084507,0.070422535,0,12,5.166666667,1.833333333,4.166666667,0.5,0.166666667,0.333333333,33
81,0.086419753,0,0.160493827,0.012345679,20,6.75,5.75,2.5,1,0,0,31
71,0.098591549,0.014084507,0.14084507,0.056338028,8.875,4.375,0.5,3,0.625,0.25,0.125,30
80,0.0625,0,0.075,0,11,4.857142857,1.571428571,2,0.285714286,0.428571429,0.285714286,34
54,0.111111111,0,0.12962963,0.018518519,10.8,4.8,1.8,2.8,1,0,0,28
84,0.107142857,0,0.05952381,0.011904762,9.666666667,4.111111111,2.111111111,2,0.444444444,0.222222222,0.333333333,33
83,0.060240964,0.012048193,0.180722892,0.012048193,13.66666667,4.833333333,2.333333333,3.5,0.833333333,0.166666667,0,28
70,0.085714286,0.028571429,0.171428571,0.014285714,10,4.714285714,1.714285714,2.857142857,0.571428571,0.285714286,0.142857143,28
77,0.103896104,0.012987013,0.181818182,0.025974026,19,6,3,2.25,1,0,0,40
